time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:00:40,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:00:45,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01683135,0.01093637,-0.004701213,0.01,-0.0004741579,0.0007962291,0.0002163936,0.0006885365,-0.008614475,-0.03258187,0.9994317,
00:00:54,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01683135,0.01093637,-0.004701213,0.01,-0.0003657376,0.0006953399,0.0009569583,0.0006815927,-0.00861539,-0.03254788,0.9994329,
00:00:64,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01683011,0.01093785,-0.004702226,0.01,-0.0004314931,0.0005664491,0.0002884915,0.0006900512,-0.00858287,-0.03253867,0.9994334,
00:00:75,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683011,0.01093785,-0.004702226,0.01,-0.0002087547,0.0002846179,-0.0002755861,0.0006680166,-0.008583674,-0.03256243,0.9994327,
00:00:86,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683076,0.0109367,-0.004702583,0.01,-0.000100785,0.0004993656,-0.0001597006,0.0006712732,-0.008584967,-0.03256747,0.9994324,
00:00:95,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683076,0.0109367,-0.004702583,0.01,-0.0003624406,0.0006448065,-0.0001174539,0.000679081,-0.008573897,-0.03257835,0.9994322,
00:01:08,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683055,0.01093657,-0.00470362,0.01,-0.0004693438,0.0002041372,0.0006174253,0.0006608778,-0.008560719,-0.03256846,0.9994326,
00:01:15,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683055,0.01093657,-0.00470362,0.01,-0.0004535016,0.0006351041,0.0006182996,0.0006735307,-0.008591978,-0.03261115,0.999431,
00:01:26,6,0,0,0,0,0,4563,0,0,0,0,0,0,15,1,0,0,0,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01683158,0.01093531,-0.004702854,0.01,3.222398E-05,0.0005449597,0.0009063718,0.0006530357,-0.008589243,-0.0326033,0.9994313,
