time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:00:92,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:01,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:11,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:21,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:31,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:41,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:52,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3668,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:62,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:72,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:82,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:87,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:98,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:02:08,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:02:19,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599307,0.01203667,-0.00493358,0.01,-0.0005911324,-4.75398E-05,0.001349053,0.0027966,2.90771E-05,0.0002716155,0.9999961,
00:02:30,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599307,0.01203667,-0.00493358,0.01,-0.0002857186,-0.0001618163,0.001083724,0.00276525,1.682013E-05,0.0002633583,0.9999962,
00:02:50,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599434,0.0120351,-0.004933309,0.01,-0.0004434571,-0.0001141171,0.001413923,0.002779987,8.769894E-08,0.000230583,0.9999961,
00:02:52,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599434,0.0120351,-0.004933309,0.01,-0.0002336242,-3.611059E-05,0.001853104,0.00277161,-1.380379E-05,0.0002123763,0.9999962,
00:02:59,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599565,0.01203323,-0.004933636,0.01,-0.0004541845,2.577782E-05,0.001877974,0.002756938,-1.684694E-06,0.0001816663,0.9999962,
00:02:69,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599565,0.01203323,-0.004933636,0.01,-0.0001750062,-1.515845E-05,0.001128126,0.002756402,-1.779738E-05,0.0001449738,0.9999962,
00:02:80,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599739,0.01203114,-0.004933077,0.01,-0.0005087422,0.0001333909,0.0004731712,0.002758069,-1.414977E-05,0.0001177463,0.9999962,
00:02:89,6,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01599739,0.01203114,-0.004933077,0.01,-0.0003443879,-0.0001428642,0.0003384813,0.00275673,-2.705854E-05,9.930963E-05,0.9999962,
