time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:00:48,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001630519,-0.0005176725,-0.0006753561,0.001984829,-0.003565521,0.1401705,0.990119,
00:00:58,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01207221,0.01599409,-0.004842605,0.01,-0.001851228,-0.0005558447,5.577385E-07,0.001967852,-0.00358901,0.1401832,0.9901171,
00:00:68,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01207221,0.01599409,-0.004842605,0.01,-0.001484981,-0.001022542,-0.000860849,0.002000048,-0.003584668,0.1401802,0.9901175,
00:00:74,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01207188,0.01599451,-0.004842057,0.01,-0.001634433,-0.0003485576,-0.00090529,0.001975518,-0.003600698,0.1401964,0.9901152,
00:00:83,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01207188,0.01599451,-0.004842057,0.01,-0.001913144,-0.001177169,4.180687E-05,0.001957241,-0.003586182,0.1401633,0.99012,
00:01:13,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01207321,0.01599314,-0.004843263,0.01,-0.001945419,7.565388E-05,-0.0007108736,0.00195958,-0.003574008,0.1401481,0.9901222,
00:01:13,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01207321,0.01599314,-0.004843263,0.01,-0.002012908,-0.001008608,-0.0003465957,0.001980908,-0.003537379,0.1401507,0.9901219,
00:01:20,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01207372,0.01599271,-0.004843412,0.01,-0.002055262,-0.001087722,-0.0001489045,0.001990992,-0.003537398,0.1401199,0.9901263,
00:01:26,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01207372,0.01599271,-0.004843412,0.01,-0.001874497,-0.0002637044,-0.0008231,0.001983563,-0.003523719,0.1401127,0.9901273,
00:01:35,6,0,0,0,0,0,735,0,0,0,0,0,0,7,0,1,0,0,3649,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01207273,0.0159931,-0.004844558,0.01,-0.002054588,-0.0006587281,-0.0004851144,0.001968058,-0.003519933,0.1401462,0.9901226,
