time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:01:23,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:24,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:24,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:35,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:45,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:55,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:65,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:75,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:85,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842871,0.007803131,-0.004949148,0.01,0.0008245421,-0.0001147093,-0.0006140919,0.001929923,-0.005321071,0.8674842,0.4974326,
00:01:96,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842871,0.007803131,-0.004949148,0.01,0.00118905,0.0004258356,-0.0009842195,0.001913821,-0.005304619,0.8674903,0.4974222,
00:02:06,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842843,0.007803488,-0.004949597,0.01,0.0007125216,-0.0003198868,-0.0001480291,0.001916497,-0.005304016,0.8674766,0.4974461,
00:02:11,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842843,0.007803488,-0.004949597,0.01,0.001245732,0.0004159932,-0.000297341,0.001924854,-0.005311219,0.8674696,0.4974582,
00:02:21,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842839,0.007804281,-0.004948488,0.01,0.001021175,-0.0002838714,-0.0004825921,0.001944035,-0.005301978,0.8674673,0.4974621,
00:02:32,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842839,0.007804281,-0.004948488,0.01,0.001139618,7.561927E-05,-0.0005414007,0.001958185,-0.00532218,0.8674676,0.4974615,
00:02:42,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,-0.01842812,0.007805366,-0.00494778,0.01,0.0004442942,-0.0001289439,-0.0006262762,0.00196598,-0.005336887,0.867458,0.497478,
