time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:00:45,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:00:53,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01385415,0.01451415,-0.004733105,0.01,0.0002161725,0.0001487644,-0.001410307,0.0006453231,-0.008335136,0.0837054,0.9964555,
00:00:63,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385415,0.01451415,-0.004733105,0.01,-0.0001751136,-0.0001388991,-0.001121431,0.0006316479,-0.008356439,0.08367494,0.9964579,
00:00:73,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385579,0.01451222,-0.004734193,0.01,-4.476295E-05,0.0003481873,-0.001555323,0.0006025338,-0.008336437,0.08365075,0.9964601,
00:00:83,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385579,0.01451222,-0.004734193,0.01,0.0002342801,4.289786E-05,-0.002134592,0.0005847786,-0.008348588,0.08362842,0.9964619,
00:00:93,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385771,0.01451063,-0.004733471,0.01,-0.000149842,-0.0001992519,-0.001397866,0.0005820628,-0.008378261,0.08359933,0.9964641,
00:01:03,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385771,0.01451063,-0.004733471,0.01,7.529535E-05,0.0001479128,-0.001633197,0.0006039334,-0.008387993,0.08357169,0.9964663,
00:01:15,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385847,0.01450993,-0.004733364,0.01,-0.0001462157,0.0004651898,-0.001425391,0.0005919788,-0.008372861,0.08357102,0.9964665,
00:01:26,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385847,0.01450993,-0.004733364,0.01,-0.0001897965,0.0002975351,-0.0009944973,0.0006106238,-0.008386578,0.08354834,0.9964683,
00:01:35,6,0,0,0,0,0,944,0,0,0,0,0,0,78,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01385987,0.01450947,-0.00473069,0.01,0.0001185948,-9.301456E-05,-0.0008532652,0.0006331524,-0.008425179,0.08353844,0.9964687,
