time,flyMode,height,verticalSpeed,flySpeed,eastSpeed,northSpeed,flyTime,flying,downVisualState,droneHover,eMOpen,onGround,pressureState,batteryPercentage,batteryLow,batteryLower,batteryState,powerState,droneBatteryLeft,droneFlyTimeLeft,cameraState,electricalMachineryState,factoryMode,frontIn,frontLSC,frontOut,gravityState,imuCalibrationState,imuState,lightStrength,outageRecording,smartVideoExitMode,temperatureHeight,throwFlyTimer,wifiDisturb,wifiStrength,windState,velX,velY,velZ,posX,posY,posZ,posUncertainty,velN,velE,velD,quatX,quatY,quatZ,quatW,
00:00:84,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:00:90,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:01,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:11,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:22,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:31,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:41,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:51,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:57,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00:01:67,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.01601531,0.01196419,-0.005036671,0.01,-0.002243586,-0.003729629,-0.0008730639,-0.003849719,-0.001736179,8.821398E-05,0.9999911,
